latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp
28.527,117.718,367,0.6,0.6,2016-03-28,04:40,N,nominal,1.0NRT,304.4,0
28.224,116.217,325.6,0.4,0.6,2016-03-28,04:40,N,nominal,1.0NRT,292.2,0
28.539,117.404,328.7,0.3,0.6,2016-03-28,04:40,N,nominal,1.0NRT,296.3,0
29.171,120.268,325.4,0.4,0.5,2016-03-28,04:40,N,low,1.0NRT,299.9,0
27.856,114.312,367,0.5,0.7,2016-03-28,04:40,N,nominal,1.0NRT,298.7,0
28.457,116.831,328.4,0.3,0.6,2016-03-28,04:40,N,nominal,1.0NRT,293.6,0
28.456,116.827,334.5,0.3,0.6,2016-03-28,04:40,N,nominal,1.0NRT,295.3,0
27.854,114.307,356,0.5,0.7,2016-03-28,04:40,N,nominal,1.0NRT,295.1,0
28.457,116.828,348.7,0.3,0.6,2016-03-28,04:40,N,nominal,1.0NRT,293.9,0
27.857,114.311,367,0.5,0.7,2016-03-28,04:40,N,nominal,1.0NRT,298.6,0
27.855,114.306,351.5,0.5,0.7,2016-03-28,04:40,N,nominal,1.0NRT,295.2,0
28.522,116.73,350.6,0.4,0.6,2016-03-28,04:40,N,nominal,1.0NRT,297.1,0
28.521,116.726,352.6,0.4,0.6,2016-03-28,04:40,N,nominal,1.0NRT,300.1,0
28.526,116.727,339.4,0.4,0.6,2016-03-28,04:40,N,nominal,1.0NRT,297,0
28.525,116.723,326,0.4,0.6,2016-03-28,04:40,N,nominal,1.0NRT,295.9,0
29.543,121.168,329.1,0.6,0.4,2016-03-28,04:40,N,nominal,1.0NRT,292,0
29.312,119.774,327.4,0.5,0.5,2016-03-28,04:40,N,nominal,1.0NRT,292.7,0
29.31,119.777,327.3,0.5,0.5,2016-03-28,04:40,N,nominal,1.0NRT,292.5,0
29.062,117.241,328.3,0.3,0.6,2016-03-28,04:40,N,nominal,1.0NRT,299.7,0
29.061,117.238,325.3,0.3,0.6,2016-03-28,04:40,N,nominal,1.0NRT,295.5,0
28.925,116.647,330.3,0.3,0.6,2016-03-28,04:40,N,nominal,1.0NRT,296.6,0
28.768,115.881,331.1,0.4,0.6,2016-03-28,04:40,N,nominal,1.0NRT,297.7,0
28.769,115.882,340.1,0.4,0.6,2016-03-28,04:40,N,nominal,1.0NRT,297.9,0
29.19,117.552,330.1,0.6,0.6,2016-03-28,04:40,N,nominal,1.0NRT,292.7,0
28.473,113.892,367,0.5,0.7,2016-03-28,04:40,N,nominal,1.0NRT,292.6,0
28.479,113.891,356.1,0.5,0.7,2016-03-28,04:40,N,nominal,1.0NRT,288.5,0
30.103,120.967,328.3,0.6,0.4,2016-03-28,04:40,N,low,1.0NRT,300.4,0
30.096,120.81,340.5,0.4,0.4,2016-03-28,04:40,N,nominal,1.0NRT,302.3,0
29.299,117.025,355.3,0.3,0.6,2016-03-28,04:40,N,nominal,1.0NRT,296.4,0
30.123,120.799,340.7,0.4,0.4,2016-03-28,04:40,N,nominal,1.0NRT,298.4,0
30.326,120.046,341.3,0.4,0.5,2016-03-28,04:40,N,nominal,1.0NRT,302.4,0
29.802,117.582,329.4,0.6,0.5,2016-03-28,04:40,N,nominal,1.0NRT,291.9,0
29.666,116.783,332.8,0.3,0.6,2016-03-28,04:40,N,nominal,1.0NRT,292.6,0
29.666,116.78,332,0.3,0.6,2016-03-28,04:40,N,nominal,1.0NRT,292.7,0
29.713,116.916,354.9,0.3,0.6,2016-03-28,04:40,N,nominal,1.0NRT,293.8,0
29.79,116.927,325.1,0.3,0.6,2016-03-28,04:40,N,nominal,1.0NRT,295.3,0
29.789,116.924,329.4,0.3,0.6,2016-03-28,04:40,N,nominal,1.0NRT,298,0
29.789,116.926,343.7,0.3,0.6,2016-03-28,04:40,N,nominal,1.0NRT,297.4,0
29.84,116.851,349.6,0.3,0.6,2016-03-28,04:40,N,nominal,1.0NRT,297.5,0
29.84,116.848,349,0.3,0.6,2016-03-28,04:40,N,nominal,1.0NRT,296.7,0
29.838,116.599,343.6,0.3,0.6,2016-03-28,04:40,N,nominal,1.0NRT,295.1,0
28.937,112.85,342.1,0.6,0.7,2016-03-28,04:40,N,nominal,1.0NRT,288,0
28.936,112.844,342.9,0.6,0.7,2016-03-28,04:40,N,nominal,1.0NRT,289.7,0
28.552,111.072,355.2,0.7,0.8,2016-03-28,04:40,N,nominal,1.0NRT,289.3,0
29.066,112.918,356,0.6,0.7,2016-03-28,04:40,N,nominal,1.0NRT,287.5,0
29.072,112.916,367,0.6,0.7,2016-03-28,04:40,N,low,1.0NRT,288.9,0
29.074,112.896,326.7,0.6,0.7,2016-03-28,04:40,N,nominal,1.0NRT,289.4,0
30.107,117.032,337.8,0.6,0.6,2016-03-28,04:40,N,nominal,1.0NRT,295.8,0
30.885,120.331,339.6,0.4,0.5,2016-03-28,04:40,N,nominal,1.0NRT,296.8,0
30.051,116.479,347.4,0.3,0.6,2016-03-28,04:40,N,nominal,1.0NRT,293.8,0
29.306,113.386,339.2,0.5,0.7,2016-03-28,04:40,N,nominal,1.0NRT,291.4,0
29.199,112.982,332,0.6,0.7,2016-03-28,04:40,N,nominal,1.0NRT,292.9,0
30.363,117.415,342,0.6,0.5,2016-03-28,04:40,N,nominal,1.0NRT,298.3,0
30.019,115.904,331.2,0.4,0.6,2016-03-28,04:40,N,nominal,1.0NRT,295.4,0
30.018,115.9,326.4,0.4,0.6,2016-03-28,04:40,N,nominal,1.0NRT,295.3,0
-11.445,130.503,343.5,0.4,0.5,2016-03-28,04:25,N,nominal,1.0NRT,298.6,0
17.575,120.989,330.2,0.3,0.6,2016-03-28,04:35,N,nominal,1.0NRT,292.4,0
17.58,120.986,337.4,0.3,0.6,2016-03-28,04:35,N,nominal,1.0NRT,292.2,0
17.661,120.975,367,0.3,0.6,2016-03-28,04:35,N,nominal,1.0NRT,296.8,0
17.66,120.972,353.7,0.3,0.6,2016-03-28,04:35,N,nominal,1.0NRT,294.1,0
17.666,120.974,339.3,0.3,0.6,2016-03-28,04:35,N,nominal,1.0NRT,293.7,0
17.695,120.891,334.4,0.3,0.6,2016-03-28,04:35,N,nominal,1.0NRT,293.9,0
17.7,120.892,337.7,0.3,0.6,2016-03-28,04:35,N,nominal,1.0NRT,292.1,0
17.708,120.642,341.5,0.3,0.6,2016-03-28,04:35,N,nominal,1.0NRT,298,0
17.713,120.641,332.5,0.3,0.6,2016-03-28,04:35,N,nominal,1.0NRT,296.2,0
17.711,120.642,367,0.3,0.6,2016-03-28,04:35,N,nominal,1.0NRT,298.5,0
