latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp
1.491,101.544,318.3,1,1,2016-03-21,03:45,T,60,5.0       ,296,10.5
1.209,100.961,319.3,1,1,2016-03-21,03:45,T,45,5.0       ,295.4,11.9
0.719,102.47,313,1.1,1,2016-03-21,03:45,T,53,5.0       ,289.8,11.6
0.717,102.48,311.8,1.1,1,2016-03-21,03:45,T,46,5.0       ,289.5,10.3
0.763,102.106,317.2,1,1,2016-03-21,03:45,T,23,5.0       ,292.6,10.6
0.524,102.044,313.3,1,1,2016-03-21,03:45,T,58,5.0       ,288.8,11.6
0.487,102.039,310.4,1,1,2016-03-21,03:45,T,31,5.0       ,287.5,8.1
0.018,103.548,310.2,1.2,1.1,2016-03-21,03:45,T,12,5.0       ,291.8,10.2
-0.086,103.494,311.4,1.2,1.1,2016-03-21,03:45,T,28,5.0       ,291.7,9.6
-0.827,103.328,311.9,1.2,1.1,2016-03-21,03:45,T,29,5.0       ,292.9,9.1
-1.297,103.802,311.7,1.3,1.1,2016-03-21,03:45,T,24,5.0       ,292.6,11.5
-2.095,104.109,315.3,1.4,1.2,2016-03-21,03:45,T,50,5.0       ,294.5,15.3
-2.097,104.121,313.3,1.4,1.2,2016-03-21,03:45,T,25,5.0       ,293.4,13
-2.782,105.547,316.3,1.8,1.3,2016-03-21,03:45,T,18,5.0       ,290.2,21.3
-3.057,105.296,311.5,1.8,1.3,2016-03-21,03:45,T,31,5.0       ,288.1,20.5
-3.431,102.195,314.1,1.1,1.1,2016-03-21,03:45,T,55,5.0       ,292.4,11.1
-3.783,103.556,312.7,1.4,1.2,2016-03-21,03:45,T,30,5.0       ,293,12.1
25.26,103.01,318,1.3,1.1,2016-03-21,03:40,T,69,5.0       ,301.7,15
24.722,104.957,322.1,1,1,2016-03-21,03:40,T,75,5.0       ,296.6,21.1
24.72,104.967,315.2,1,1,2016-03-21,03:40,T,63,5.0       ,296.3,12.5
24.352,103.747,347.1,1.1,1.1,2016-03-21,03:40,T,94,5.0       ,306.2,67.6
24.35,103.757,327.4,1.1,1.1,2016-03-21,03:40,T,80,5.0       ,302.7,26.1
24.278,104.091,314.6,1.1,1,2016-03-21,03:40,T,61,5.0       ,302.4,9.8
24.256,103.994,315.4,1.1,1.1,2016-03-21,03:40,T,57,5.0       ,303.6,7.6
24.088,105.211,311.8,1,1,2016-03-21,03:40,T,45,5.0       ,299.6,6.1
24.208,104.14,328.7,1.1,1,2016-03-21,03:40,T,82,5.0       ,305.3,25
24.196,104.16,316.7,1.1,1,2016-03-21,03:40,T,51,5.0       ,303.6,8.3
24.064,104.993,322.9,1,1,2016-03-21,03:40,T,76,5.0       ,299.6,19
24.062,105.003,339.6,1,1,2016-03-21,03:40,T,90,5.0       ,300.5,45
23.909,105.567,320.7,1,1,2016-03-21,03:40,T,73,5.0       ,299.7,15.9
23.907,105.577,312.1,1,1,2016-03-21,03:40,T,52,5.0       ,299.2,6.6
23.99,104.181,316.7,1.1,1,2016-03-21,03:40,T,66,5.0       ,301.3,9.9
23.871,105.052,315,1,1,2016-03-21,03:40,T,59,5.0       ,301.1,8.4
23.862,105.05,326.4,1,1,2016-03-21,03:40,T,80,5.0       ,301.2,23
23.936,103.971,341.6,1.1,1.1,2016-03-21,03:40,T,91,5.0       ,304.4,52.3
23.934,103.982,321.3,1.1,1.1,2016-03-21,03:40,T,74,5.0       ,304.2,15.8
23.642,102.687,321.1,1.3,1.1,2016-03-21,03:40,T,66,5.0       ,300.7,18.1
23.034,104.335,317.5,1.1,1,2016-03-21,03:40,T,68,5.0       ,299,13
22.46,103.073,317.1,1.2,1.1,2016-03-21,03:40,T,67,5.0       ,299.1,17.6
22.451,102.764,328.5,1.2,1.1,2016-03-21,03:40,T,81,5.0       ,296.7,36
22.441,102.761,312.3,1.2,1.1,2016-03-21,03:40,T,24,5.0       ,296.2,9.7
22.439,102.775,318.1,1.2,1.1,2016-03-21,03:40,T,65,5.0       ,298.3,18.3
22.469,102.302,311.7,1.3,1.1,2016-03-21,03:40,T,45,5.0       ,296.1,12.5
22.376,102.709,318.6,1.2,1.1,2016-03-21,03:40,T,70,5.0       ,297.3,21
22.455,101.828,312,1.4,1.2,2016-03-21,03:40,T,52,5.0       ,295.3,15.4
22.272,103.208,323.5,1.2,1.1,2016-03-21,03:40,T,76,5.0       ,301.1,24
22.271,103.218,326.7,1.2,1.1,2016-03-21,03:40,T,80,5.0       ,299,29.2
22.268,103.212,328.2,1.2,1.1,2016-03-21,03:40,T,81,5.0       ,300.9,33.7
