latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp
-8.517,146.364,321.4,1,1,2016-10-06,00:35,T,74,5.0       ,297.7,14.3
-9.691,149.921,312.7,1.3,1.1,2016-10-06,00:35,T,51,5.0       ,297.5,10.7
-9.644,149.443,315.1,1.2,1.1,2016-10-06,00:35,T,55,5.0       ,298.4,11.2
-9.646,149.454,328.3,1.2,1.1,2016-10-06,00:35,T,81,5.0       ,300.1,32.1
-9.731,149.618,313.2,1.2,1.1,2016-10-06,00:35,T,49,5.0       ,297.6,9.3
-9.728,149.527,320.4,1.2,1.1,2016-10-06,00:35,T,72,5.0       ,304.3,17.7
-9.765,149.647,316.2,1.2,1.1,2016-10-06,00:35,T,65,5.0       ,295.9,16.2
-9.829,149.666,314.3,1.3,1.1,2016-10-06,00:35,T,52,5.0       ,296.9,12.5
-9.914,149.541,317.5,1.2,1.1,2016-10-06,00:35,T,68,5.0       ,295.6,23.8
-9.915,149.553,324.3,1.2,1.1,2016-10-06,00:35,T,77,5.0       ,297.2,35.5
-9.696,147.559,317.6,1,1,2016-10-06,00:35,T,68,5.0       ,303.7,8.2
-9.76,147.55,318.4,1,1,2016-10-06,00:35,T,68,5.0       ,304.3,9.9
-9.789,147.625,327.5,1,1,2016-10-06,00:35,T,81,5.0       ,303.7,21.7
-10.064,148.202,319.5,1.1,1,2016-10-06,00:35,T,48,5.0       ,302.6,12.4
-10.123,148.413,315.4,1.1,1,2016-10-06,00:35,T,54,5.0       ,298.3,10.8
-10.087,148.031,318.5,1.1,1,2016-10-06,00:35,T,64,5.0       ,302.6,11.8
-11.971,142.285,337.2,1.4,1.2,2016-10-06,00:35,T,88,5.0       ,298.6,46.4
-11.975,142.311,337.2,1.4,1.2,2016-10-06,00:35,T,88,5.0       ,300.6,48.7
-11.977,142.324,343.7,1.4,1.2,2016-10-06,00:35,T,92,5.0       ,302.5,71
-11.986,142.309,344.2,1.4,1.2,2016-10-06,00:35,T,92,5.0       ,303.5,68.3
-11.992,142.282,334.4,1.4,1.2,2016-10-06,00:35,T,71,5.0       ,299.5,37.3
-2.829,122.161,315.2,1,1,2016-10-06,02:15,T,59,5.0       ,293.1,9.5
-3.333,114.581,315.6,3.4,1.7,2016-10-06,02:15,T,39,5.0       ,292.2,47.7
-8.367,124.07,369.6,1.1,1,2016-10-06,02:15,T,100,5.0       ,298.4,129
-8.111,118.021,320.9,1.5,1.2,2016-10-06,02:15,T,38,5.0       ,298,22.9
-8.178,118.141,328.1,1.5,1.2,2016-10-06,02:15,T,37,5.0       ,302.2,28.1
-8.779,121.407,315.9,1,1,2016-10-06,02:15,T,42,5.0       ,293.5,9.8
-10.295,149.332,311.6,1.4,1.2,2016-10-06,03:25,A,34,5.0       ,298.3,12.2
-10.186,148.516,316,1.6,1.2,2016-10-06,03:25,A,0,5.0       ,297.7,24.4
-10.128,148.427,342.6,1.6,1.3,2016-10-06,03:25,A,91,5.0       ,300.3,102.2
-9.849,149.687,314.9,1.3,1.1,2016-10-06,03:25,A,39,5.0       ,299,13.6
-10.05,148.152,318.7,1.7,1.3,2016-10-06,03:25,A,70,5.0       ,301.7,28.1
-9.793,149.575,316,1.3,1.1,2016-10-06,03:25,A,56,5.0       ,297.8,14.7
-9.794,149.563,322.9,1.3,1.1,2016-10-06,03:25,A,76,5.0       ,299.6,26.9
-9.986,147.647,321.2,1.8,1.3,2016-10-06,03:25,A,0,5.0       ,300.8,27
