latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp
12.93,107.018,315,2.9,1.6,2017-02-09,04:00,T,63,5.0       ,298.8,36.5
13.058,106.428,321.6,2.6,1.5,2017-02-09,04:00,T,74,5.0       ,301.7,44.1
13.012,106.614,320.7,2.7,1.6,2017-02-09,04:00,T,57,5.0       ,299.9,54.4
13.784,101.884,318.6,1.2,1.1,2017-02-09,04:00,T,70,5.0       ,302.7,10.5
13.002,106.588,328.4,2.7,1.6,2017-02-09,04:00,T,81,5.0       ,301.2,95.8
12.998,106.612,322.5,2.7,1.6,2017-02-09,04:00,T,75,5.0       ,300.4,63.5
12.927,107.012,313,2.9,1.6,2017-02-09,04:00,T,56,5.0       ,298.9,31
13.242,105.12,350.6,2,1.4,2017-02-09,04:00,T,95,5.0       ,301.9,183.8
13.23,105.118,322.4,2,1.4,2017-02-09,04:00,T,34,5.0       ,301.5,44.5
13.02,106.325,318.6,2.5,1.5,2017-02-09,04:00,T,38,5.0       ,302.6,27.3
12.879,106.87,336.3,2.8,1.6,2017-02-09,04:00,T,87,5.0       ,299.1,172.8
12.875,106.896,314.5,2.8,1.6,2017-02-09,04:00,T,60,5.0       ,298.1,40.4
12.901,106.67,341.8,2.7,1.6,2017-02-09,04:00,T,91,5.0       ,301.4,191
12.892,106.718,321.2,2.7,1.6,2017-02-09,04:00,T,73,5.0       ,299.4,59.9
12.903,106.714,322.7,2.7,1.6,2017-02-09,04:00,T,76,5.0       ,300.1,69.5
12.898,106.738,314.5,2.8,1.6,2017-02-09,04:00,T,48,5.0       ,298.8,30.9
12.876,106.863,326,2.8,1.6,2017-02-09,04:00,T,79,5.0       ,298.2,103.1
12.872,106.888,323.5,2.8,1.6,2017-02-09,04:00,T,76,5.0       ,298.4,89.1
12.897,106.662,338.1,2.7,1.6,2017-02-09,04:00,T,89,5.0       ,300.9,168.4
12.893,106.686,318.9,2.7,1.6,2017-02-09,04:00,T,50,5.0       ,300.6,50.2
12.829,106.88,311.9,2.8,1.6,2017-02-09,04:00,T,34,5.0       ,298,32.4
12.81,106.824,311.9,2.8,1.6,2017-02-09,04:00,T,47,5.0       ,297.8,33
13.49,102.819,323.7,1.4,1.2,2017-02-09,04:00,T,77,5.0       ,306.1,12.1
12.803,106.844,311.2,2.8,1.6,2017-02-09,04:00,T,43,5.0       ,298,32.6
12.82,106.493,316.2,2.6,1.6,2017-02-09,04:00,T,52,5.0       ,300.3,22.3
13.405,102.967,320.6,1.4,1.2,2017-02-09,04:00,T,46,5.0       ,304.3,13.9
12.721,106.371,317.8,2.6,1.5,2017-02-09,04:00,T,68,5.0       ,301.8,29.4
12.719,106.228,320,2.5,1.5,2017-02-09,04:00,T,60,5.0       ,301.1,39.2
12.715,106.251,319.5,2.5,1.5,2017-02-09,04:00,T,62,5.0       ,301.4,37.4
12.628,106.651,320.3,2.7,1.6,2017-02-09,04:00,T,53,5.0       ,299.3,54.4
13.495,101.494,318.3,1.2,1.1,2017-02-09,04:00,T,69,5.0       ,302.3,13
12.721,106.247,322.8,2.5,1.5,2017-02-09,04:00,T,76,5.0       ,301.5,53.2
12.638,106.647,321.4,2.7,1.6,2017-02-09,04:00,T,62,5.0       ,299.5,58.9
12.554,106.632,320.5,2.7,1.6,2017-02-09,04:00,T,73,5.0       ,301.2,53.5
12.588,106.366,325.4,2.6,1.6,2017-02-09,04:00,T,78,5.0       ,302.5,66.4
12.55,106.625,317.9,2.7,1.6,2017-02-09,04:00,T,65,5.0       ,300.9,38.7
12.582,106.358,319,2.6,1.6,2017-02-09,04:00,T,70,5.0       ,302.3,38.4
12.578,106.382,323.8,2.6,1.6,2017-02-09,04:00,T,77,5.0       ,302.4,61.3
12.589,106.24,317.3,2.5,1.5,2017-02-09,04:00,T,62,5.0       ,300.7,28.3
12.585,106.263,316.1,2.6,1.5,2017-02-09,04:00,T,53,5.0       ,300.5,22.2
12.531,106.325,317.3,2.6,1.5,2017-02-09,04:00,T,46,5.0       ,301.6,28.4
12.48,106.612,316.7,2.7,1.6,2017-02-09,04:00,T,44,5.0       ,301,31.9
12.486,106.633,317.6,2.8,1.6,2017-02-09,04:00,T,59,5.0       ,301.1,36
12.525,106.318,318.3,2.6,1.5,2017-02-09,04:00,T,39,5.0       ,302.6,32.5
13.086,102.657,321.1,1.4,1.2,2017-02-09,04:00,T,63,5.0       ,303.3,16.7
