latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp
-8.239,124.892,322.2,2.3,1.5,2016-10-12,01:35,T,75,5.0       ,301.6,49.4
-8.279,124.888,321,2.3,1.5,2016-10-12,01:35,T,73,5.0       ,301.8,45.4
-8.521,122.938,318,3.2,1.7,2016-10-12,01:35,T,0,5.0       ,300.9,54.8
-8.515,122.814,316.8,3.3,1.7,2016-10-12,01:40,T,38,5.0       ,300.3,52.7
2.942,112.499,318.1,1.3,1.1,2016-10-12,03:15,T,62,5.0       ,299.8,17.3
2.574,112.083,318,1.3,1.1,2016-10-12,03:15,T,22,5.0       ,299.3,16.2
2.464,111.722,317.5,1.2,1.1,2016-10-12,03:15,T,55,5.0       ,298.7,13
2.483,111.468,314.1,1.2,1.1,2016-10-12,03:15,T,47,5.0       ,296,7.7
2.244,111.965,317.3,1.2,1.1,2016-10-12,03:15,T,40,5.0       ,298.7,14.1
2.242,111.976,319.9,1.2,1.1,2016-10-12,03:15,T,65,5.0       ,299.9,18
2.224,111.679,316.4,1.2,1.1,2016-10-12,03:15,T,65,5.0       ,299.1,13.8
2.133,112.022,314,1.3,1.1,2016-10-12,03:15,T,60,5.0       ,296.9,12.7
2.186,111.379,314.2,1.2,1.1,2016-10-12,03:15,T,53,5.0       ,296.7,8.2
1.56,111.256,315,1.2,1.1,2016-10-12,03:15,T,27,5.0       ,296.2,8.1
1.28,111.503,316.3,1.2,1.1,2016-10-12,03:15,T,52,5.0       ,299.1,12.4
1.233,111.468,314.9,1.2,1.1,2016-10-12,03:15,T,53,5.0       ,296.5,10.9
1.278,110.6,319.2,1.1,1,2016-10-12,03:15,T,62,5.0       ,302.3,14.4
-6.633,145.902,311.3,4.7,2,2016-10-12,00:00,T,21,5.0       ,288.5,94.8
-6.632,145.898,310.4,4.7,2,2016-10-12,00:00,T,16,5.0       ,288.2,91
1.277,110.61,317.7,1.1,1,2016-10-12,03:15,T,48,5.0       ,300.9,12.6
1.476,109.137,323,1,1,2016-10-12,03:15,T,35,5.0       ,302.8,13.4
1.408,109.158,321.2,1,1,2016-10-12,03:15,T,29,5.0       ,301.8,12.6
1.244,110.21,315.5,1.1,1,2016-10-12,03:15,T,32,5.0       ,297.2,9.4
1.242,110.22,314.4,1.1,1,2016-10-12,03:15,T,25,5.0       ,297.2,8.2
0.908,108.992,320.1,1,1,2016-10-12,03:15,T,52,5.0       ,299.6,10.6
0.435,110.135,321.6,1.1,1,2016-10-12,03:15,T,74,5.0       ,295,19
0.278,109.077,317.9,1,1,2016-10-12,03:15,T,60,5.0       ,299.4,9.5
0.14,109.697,317.9,1,1,2016-10-12,03:15,T,57,5.0       ,299.3,11.9
0.114,109.75,316.3,1,1,2016-10-12,03:15,T,47,5.0       ,299.7,10.9
0.104,109.815,315.7,1,1,2016-10-12,03:15,T,61,5.0       ,298.1,10.6
-0.374,109.622,313.8,1,1,2016-10-12,03:15,T,31,5.0       ,294.8,5.5
0.543,102.072,322.1,2.3,1.5,2016-10-12,03:15,T,46,5.0       ,295.6,54.2
-0.638,109.415,315,1,1,2016-10-12,03:15,T,36,5.0       ,294.2,7.9
-0.649,109.427,313.1,1,1,2016-10-12,03:15,T,57,5.0       ,295.9,7
-0.674,109.47,313.7,1,1,2016-10-12,03:15,T,38,5.0       ,296.2,6.7
-7.192,112.641,314.5,1.9,1.4,2016-10-12,03:15,T,37,5.0       ,287.1,25.6
-6.97,110.262,317.2,1.3,1.1,2016-10-12,03:15,T,29,5.0       ,293.8,13.7
-7.385,112.621,316.1,1.9,1.4,2016-10-12,03:15,T,51,5.0       ,294.7,20.8
-6.957,107.79,320.5,1,1,2016-10-12,03:15,T,48,5.0       ,296.8,15.4
-7.051,107.743,321.5,1,1,2016-10-12,03:15,T,54,5.0       ,297.5,13.7
-7.052,107.752,322.9,1,1,2016-10-12,03:15,T,63,5.0       ,298.4,15.7
19.083,108.757,315.9,1.4,1.2,2016-10-12,03:10,T,41,5.0       ,296.2,13.9
4.349,114.311,315.7,1.7,1.3,2016-10-12,03:10,T,62,5.0       ,296.8,22.9
4.347,114.326,314.5,1.7,1.3,2016-10-12,03:10,T,60,5.0       ,295.6,20.9
4.058,114.561,316.2,1.8,1.3,2016-10-12,03:10,T,60,5.0       ,297.6,23.4
-11.946,142.317,323.8,1.5,1.2,2016-10-12,04:25,A,62,5.0       ,304.3,14.4
-11.929,142.286,326.9,1.5,1.2,2016-10-12,04:25,A,73,5.0       ,305.4,21.2
-11.92,142.271,328.6,1.5,1.2,2016-10-12,04:25,A,82,5.0       ,305.4,28.5
-11.91,142.27,326,1.5,1.2,2016-10-12,04:25,A,73,5.0       ,303.3,23.5
-11.912,142.256,340.5,1.5,1.2,2016-10-12,04:25,A,90,5.0       ,305,64.6
4.066,114.138,316.1,1.6,1.3,2016-10-12,03:10,T,32,5.0       ,296.4,22
3.941,114.281,315.9,1.7,1.3,2016-10-12,03:10,T,18,5.0       ,295.8,21.3
23.843,107.754,320.6,1.9,1.4,2016-10-12,03:05,T,73,5.0       ,292.6,48.9
23.842,107.77,318.4,1.9,1.3,2016-10-12,03:05,T,69,5.0       ,292.6,41.5
-11.914,142.243,358.9,1.5,1.2,2016-10-12,04:25,A,99,5.0       ,306.5,137.6
-11.916,142.229,342.5,1.5,1.2,2016-10-12,04:25,A,91,5.0       ,305,72.6
-11.903,142.241,331.2,1.5,1.2,2016-10-12,04:25,A,84,5.0       ,302.5,39.6
-11.906,142.262,330.6,1.5,1.2,2016-10-12,04:25,A,83,5.0       ,302.2,37.4
-11.908,142.249,343.5,1.5,1.2,2016-10-12,04:25,A,92,5.0       ,304.5,76.6
-11.91,142.235,356.1,1.5,1.2,2016-10-12,04:25,A,98,5.0       ,306.4,126.8
-11.42,130.47,317,2.6,1.6,2016-10-12,04:30,A,48,5.0       ,297.4,41.6
-8.888,140.923,322,1.3,1.1,2016-10-12,04:30,A,63,5.0       ,302.7,13.8
-8.893,140.918,325.5,1.3,1.1,2016-10-12,04:30,A,69,5.0       ,304,20.7
-8.714,140.743,323.5,1.3,1.1,2016-10-12,04:30,A,64,5.0       ,301.5,17.1
-8.617,141.102,321.6,1.4,1.2,2016-10-12,04:30,A,74,5.0       ,300.7,16.7
-8.619,141.089,321.9,1.4,1.2,2016-10-12,04:30,A,75,5.0       ,300.8,17.8
-8.561,140.798,323,1.3,1.1,2016-10-12,04:30,A,76,5.0       ,300.6,19.7
-8.545,140.832,319.2,1.3,1.1,2016-10-12,04:30,A,71,5.0       ,301.6,11.9
-7.821,138.127,326.4,1,1,2016-10-12,04:30,A,80,5.0       ,299.6,23.5
22.84,94.738,315.8,1.9,1.3,2016-10-12,04:45,T,28,5.0       ,298.9,23.5
15.6,103.799,314.7,1.3,1.2,2016-10-12,06:15,A,61,5.0       ,297.7,14.2
16.876,104.934,316.7,1.1,1.1,2016-10-12,06:15,A,66,5.0       ,298.5,10.9
16.914,105.055,314.8,1.1,1.1,2016-10-12,06:15,A,35,5.0       ,296.4,9.7
16.925,105.064,350,1.1,1.1,2016-10-12,06:15,A,95,5.0       ,298.1,74.2
16.923,105.054,351,1.1,1.1,2016-10-12,06:15,A,96,5.0       ,298.7,76.2
16.95,105,314.9,1.1,1.1,2016-10-12,06:15,A,62,5.0       ,298.7,10.9
17.162,104.147,318.4,1.2,1.1,2016-10-12,06:15,A,31,5.0       ,300,12.4
17.348,103.955,312.1,1.2,1.1,2016-10-12,06:15,A,45,5.0       ,296.3,9.3
20.805,106.699,317.6,1,1,2016-10-12,06:15,A,50,5.0       ,299.2,7.9
21.398,107.185,314.2,1,1,2016-10-12,06:15,A,61,5.0       ,296.4,10.4
21.396,107.176,326.8,1,1,2016-10-12,06:15,A,80,5.0       ,296.7,26.1
24.259,108.132,310.5,1.2,1.1,2016-10-12,06:15,A,39,5.0       ,294.7,9.6
-2.22,110.908,327.1,1,1,2016-10-12,06:10,A,70,5.0       ,296.8,22.8
-2.117,110.142,320.9,1,1,2016-10-12,06:10,A,73,5.0       ,302.4,12.9
-1.804,112.019,319.6,1,1,2016-10-12,06:10,A,67,5.0       ,293.9,14.8
-1.779,110.97,314.4,1,1,2016-10-12,06:10,A,34,5.0       ,296,7.7
-1.593,111.883,324.4,1,1,2016-10-12,06:10,A,78,5.0       ,295,20.7
-1.333,111.772,320.7,1,1,2016-10-12,06:10,A,36,5.0       ,296.1,13.9
-1.401,110.455,314.8,1,1,2016-10-12,06:10,A,62,5.0       ,294.9,8.8
-1.374,110.451,312.8,1,1,2016-10-12,06:10,A,55,5.0       ,293.2,7.5
-1.086,110.602,314.2,1,1,2016-10-12,06:10,A,61,5.0       ,286.8,15.1
-0.859,111.355,321.7,1,1,2016-10-12,06:10,A,48,5.0       ,295.9,14.8
