latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp
12.499,105.901,326.3,1.8,1.3,2016-03-02,03:10,T,79,5.0       ,304.8,29.4
12.608,104.754,322.2,2.2,1.4,2016-03-02,03:10,T,75,5.0       ,302.2,44.9
12.564,104.687,316.8,2.2,1.4,2016-03-02,03:10,T,41,5.0       ,301.1,22.8
12.535,104.705,317.9,2.2,1.4,2016-03-02,03:10,T,50,5.0       ,301.4,23.9
12.537,104.698,317.6,2.2,1.4,2016-03-02,03:10,T,68,5.0       ,301.4,24.2
12.265,106.715,333.4,1.6,1.2,2016-03-02,03:10,T,85,5.0       ,307.2,31.8
12.264,106.729,330.1,1.6,1.2,2016-03-02,03:10,T,83,5.0       ,306.6,23.7
11.318,108.943,315.8,1.1,1.1,2016-03-02,03:10,T,0,5.0       ,300.8,9.6
10.77,106.763,319.6,1.5,1.2,2016-03-02,03:10,T,51,5.0       ,302.2,13.4
5.472,115.553,313.6,2,1.4,2016-03-02,03:10,T,59,5.0       ,294.7,16.5
5.336,115.648,313.6,2,1.4,2016-03-02,03:10,T,59,5.0       ,295.7,22.6
30.324,119.071,319,1.3,1.1,2016-03-02,03:05,T,71,5.0       ,289.8,30.9
30.398,117.658,332.3,1.1,1,2016-03-02,03:05,T,85,5.0       ,292.1,45.7
30.396,117.669,313.5,1.1,1,2016-03-02,03:05,T,58,5.0       ,291,18.2
30.184,117.953,311.4,1.1,1.1,2016-03-02,03:05,T,48,5.0       ,290.9,17.9
29.86,117.551,318.5,1.1,1,2016-03-02,03:05,T,70,5.0       ,289.4,25.6
29.85,117.549,315.9,1.1,1,2016-03-02,03:05,T,65,5.0       ,287,21.9
29.679,117.582,313.9,1.1,1.1,2016-03-02,03:05,T,60,5.0       ,290,20.7
29.653,117.507,327,1.1,1,2016-03-02,03:05,T,80,5.0       ,288.6,39.1
29.439,117.467,354,1.1,1,2016-03-02,03:05,T,97,5.0       ,295,93.5
29.43,117.465,313.8,1.1,1,2016-03-02,03:05,T,59,5.0       ,292.7,17.4
29.283,116.934,314.9,1.1,1,2016-03-02,03:05,T,62,5.0       ,293.7,17.8
29.282,116.945,328,1.1,1,2016-03-02,03:05,T,81,5.0       ,293.6,35.7
29.065,117.877,312.8,1.2,1.1,2016-03-02,03:05,T,56,5.0       ,291.4,19.4
29.604,113.358,310.5,1.1,1,2016-03-02,03:05,T,39,5.0       ,289.1,14.4
29.414,114.417,325.5,1,1,2016-03-02,03:05,T,79,5.0       ,290.9,29.5
29.716,112.058,330.1,1.2,1.1,2016-03-02,03:05,T,83,5.0       ,292.5,46.6
29.405,114.415,322.4,1,1,2016-03-02,03:05,T,75,5.0       ,290.8,26.3
28.851,117.609,314.1,1.1,1.1,2016-03-02,03:05,T,60,5.0       ,290.5,19.6
29.218,114.826,325.8,1,1,2016-03-02,03:05,T,79,5.0       ,288.3,31.7
29.216,114.836,317.8,1,1,2016-03-02,03:05,T,68,5.0       ,287.8,21.8
28.93,116.189,324.3,1,1,2016-03-02,03:05,T,77,5.0       ,291.4,28.4
28.857,116.362,324,1,1,2016-03-02,03:05,T,77,5.0       ,294.1,27.6
28.855,116.372,332.5,1,1,2016-03-02,03:05,T,85,5.0       ,293,41.2
28.924,115.376,311.9,1,1,2016-03-02,03:05,T,52,5.0       ,291,14.7
28.92,115.344,344.2,1,1,2016-03-02,03:05,T,92,5.0       ,293.3,61.8
28.918,115.354,332,1,1,2016-03-02,03:05,T,84,5.0       ,291.9,39.5
28.181,118.831,314.2,1.3,1.1,2016-03-02,03:05,T,61,5.0       ,288.3,28.4
29.248,110.935,326.3,1.4,1.2,2016-03-02,03:05,T,79,5.0       ,290.2,48.8
29.252,110.93,311.6,1.4,1.2,2016-03-02,03:05,T,39,5.0       ,290,21.3
29.242,110.929,317.4,1.4,1.2,2016-03-02,03:05,T,68,5.0       ,289.4,31.4
28.639,114.489,344,1,1,2016-03-02,03:05,T,92,5.0       ,293.3,61
28.566,114.87,310.3,1,1,2016-03-02,03:05,T,34,5.0       ,292.2,12.6
28.502,114.986,314.4,1,1,2016-03-02,03:05,T,61,5.0       ,291.5,15.3
28.493,114.985,328,1,1,2016-03-02,03:05,T,81,5.0       ,292.8,31.6
28.492,114.995,317.9,1,1,2016-03-02,03:05,T,69,5.0       ,291.9,19
