latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp
-0.85,123.217,323.7,1.5,1.2,2017-02-16,02:30,T,77,5.0       ,294.5,32.7
-1.261,121.603,315.3,1.2,1.1,2017-02-16,02:30,T,63,5.0       ,292.4,14.7
-1.394,120.752,316.1,1.1,1,2017-02-16,02:30,T,39,5.0       ,299,11.6
-1.812,121.533,310.1,1.2,1.1,2017-02-16,02:30,T,20,5.0       ,293.8,7.6
-3.973,122.579,313.3,1.5,1.2,2017-02-16,02:30,T,32,5.0       ,293.8,14.2
-3.785,119.653,313.9,1,1,2017-02-16,02:30,T,36,5.0       ,293.6,8.8
-3.794,119.652,314.3,1,1,2017-02-16,02:30,T,30,5.0       ,293.9,9.1
-5.141,121.875,310.5,1.4,1.2,2017-02-16,02:30,T,25,5.0       ,289.6,11.1
-5.466,122.605,314.3,1.6,1.2,2017-02-16,02:30,T,0,5.0       ,294.3,18.7
17.451,103.587,320.7,1.7,1.3,2017-02-16,04:05,T,73,5.0       ,303.1,23.8
17.876,100.958,315.3,1.1,1.1,2017-02-16,04:05,T,63,5.0       ,302.1,10.5
17.289,104.169,318.8,1.9,1.3,2017-02-16,04:05,T,70,5.0       ,302.6,22.4
17.672,101.897,311.5,1.3,1.1,2017-02-16,04:05,T,32,5.0       ,295.9,8.4
18.433,96.573,322.9,1.1,1.1,2017-02-16,04:05,T,75,5.0       ,303.5,11.9
18.568,95.166,326.6,1.3,1.1,2017-02-16,04:05,T,80,5.0       ,306.9,18.9
17.724,100.628,329.3,1.1,1.1,2017-02-16,04:05,T,82,5.0       ,305.6,29
17.691,100.655,320,1.1,1.1,2017-02-16,04:05,T,60,5.0       ,302.6,14.3
17.685,100.658,320.5,1.1,1.1,2017-02-16,04:05,T,47,5.0       ,300.6,17.6
16.957,104.832,313.8,2.1,1.4,2017-02-16,04:05,T,36,5.0       ,299.7,19.1
16.953,104.852,312.6,2.2,1.4,2017-02-16,04:05,T,37,5.0       ,300.2,16.4
16.906,104.966,312.6,2.2,1.4,2017-02-16,04:05,T,55,5.0       ,300.2,22.7
17.555,100.409,324.1,1.1,1,2017-02-16,04:05,T,77,5.0       ,305.2,17
16.484,106.511,313.5,2.9,1.6,2017-02-16,04:05,T,58,5.0       ,298.2,60.8
16.774,104.894,321.8,2.2,1.4,2017-02-16,04:05,T,74,5.0       ,304.1,35.7
17.552,100.329,319.2,1.1,1,2017-02-16,04:05,T,53,5.0       ,304.7,14.2
16.775,104.887,322.4,2.2,1.4,2017-02-16,04:05,T,75,5.0       ,304.2,42.2
16.483,106.504,311.5,2.9,1.6,2017-02-16,04:05,T,49,5.0       ,297.9,51.7
16.526,105.61,315.1,2.5,1.5,2017-02-16,04:05,T,63,5.0       ,301.8,27.9
17.26,100.241,320.3,1.1,1,2017-02-16,04:05,T,57,5.0       ,302.6,13.1
17.265,100.027,312,1.1,1,2017-02-16,04:05,T,51,5.0       ,299.6,8.5
16.98,101.8,325.5,1.3,1.1,2017-02-16,04:05,T,79,5.0       ,300.3,32.4
16.72,103.338,318.3,1.7,1.3,2017-02-16,04:05,T,69,5.0       ,303.2,15.3
17.358,99.177,316.4,1,1,2017-02-16,04:05,T,51,5.0       ,301.4,10.6
17.012,101.226,321.2,1.2,1.1,2017-02-16,04:05,T,74,5.0       ,302.8,15.9
17.01,101.237,318.2,1.2,1.1,2017-02-16,04:05,T,69,5.0       ,303.7,11.3
17.65,96.915,314.9,1.1,1,2017-02-16,04:05,T,62,5.0       ,301.3,8
17.162,100.157,318.3,1.1,1,2017-02-16,04:05,T,61,5.0       ,304.4,12.3
17.284,99.242,323.7,1,1,2017-02-16,04:05,T,74,5.0       ,300,19.7
17.344,98.782,318.3,1,1,2017-02-16,04:05,T,68,5.0       ,302.5,12.2
16.689,102.851,317.4,1.6,1.2,2017-02-16,04:05,T,63,5.0       ,302.4,17.7
16.556,103.545,322.8,1.8,1.3,2017-02-16,04:05,T,76,5.0       ,303.8,27.7
16.553,103.561,318.7,1.8,1.3,2017-02-16,04:05,T,43,5.0       ,303.6,15.6
16.687,102.845,318.7,1.6,1.2,2017-02-16,04:05,T,59,5.0       ,301.8,19.5
16.557,103.556,324.9,1.8,1.3,2017-02-16,04:05,T,78,5.0       ,304.1,35.4
17.151,99.209,325.2,1,1,2017-02-16,04:05,T,78,5.0       ,303.2,19.6
16.884,100.504,314.4,1.1,1.1,2017-02-16,04:05,T,50,5.0       ,301.7,9.5
16.781,101.121,313.4,1.2,1.1,2017-02-16,04:05,T,54,5.0       ,300.7,10.3
16.93,99.686,318.3,1,1,2017-02-16,04:05,T,60,5.0       ,303.4,12.8
16.675,101.085,323.9,1.2,1.1,2017-02-16,04:05,T,77,5.0       ,298.2,29.9
16.052,103.78,319.6,1.9,1.3,2017-02-16,04:05,T,71,5.0       ,304.7,21.8
16.397,101.793,313.5,1.3,1.1,2017-02-16,04:05,T,49,5.0       ,298.7,13.6
16.058,103.775,319.7,1.9,1.3,2017-02-16,04:05,T,72,5.0       ,304.4,23.7
16.744,99.459,316.3,1,1,2017-02-16,04:05,T,66,5.0       ,303.1,6.7
17.028,97.281,333.8,1,1,2017-02-16,04:05,T,86,5.0       ,308.6,26.9
16.401,101.066,320.3,1.2,1.1,2017-02-16,04:05,T,72,5.0       ,302.2,17
16.884,97.257,320.5,1,1,2017-02-16,04:05,T,73,5.0       ,305.9,8.9
16.883,97.266,329,1,1,2017-02-16,04:05,T,82,5.0       ,305.5,20.5
16.371,100.489,325.7,1.1,1.1,2017-02-16,04:05,T,70,5.0       ,309.8,12.6
16.59,98.702,321.9,1,1,2017-02-16,04:05,T,54,5.0       ,307.4,16.5
15.718,103.712,329.5,1.9,1.3,2017-02-16,04:05,T,82,5.0       ,306.9,51.8
16.223,100.654,322.6,1.2,1.1,2017-02-16,04:05,T,58,5.0       ,308.5,11.6
16.414,99.264,314.5,1,1,2017-02-16,04:05,T,34,5.0       ,301.9,6.4
15.941,101.697,324.8,1.3,1.1,2017-02-16,04:05,T,78,5.0       ,303.5,24.6
15.89,102.012,322.8,1.4,1.2,2017-02-16,04:05,T,76,5.0       ,304.2,21.7
16.016,100.852,321.2,1.2,1.1,2017-02-16,04:05,T,74,5.0       ,306.9,11.7
16.579,96.612,327.6,1.1,1,2017-02-16,04:05,T,81,5.0       ,306.8,16.8
15.71,102.149,314.4,1.4,1.2,2017-02-16,04:05,T,59,5.0       ,300.6,9.9
16.332,97.643,327.7,1,1,2017-02-16,04:05,T,35,5.0       ,309.2,11.1
15.834,100.69,323.7,1.2,1.1,2017-02-16,04:05,T,76,5.0       ,304.9,16.2
16.449,96.294,326.8,1.1,1,2017-02-16,04:05,T,80,5.0       ,305.6,15.1
15.474,102.651,327.9,1.6,1.2,2017-02-16,04:05,T,81,5.0       ,303.8,38.6
16.439,96.23,324,1.1,1,2017-02-16,04:05,T,68,5.0       ,306,11.3
16.429,96.229,324.5,1.1,1,2017-02-16,04:05,T,74,5.0       ,305.6,11.6
15.691,100.761,324.5,1.2,1.1,2017-02-16,04:05,T,78,5.0       ,308.6,16.9
16.364,96.172,326.8,1.1,1,2017-02-16,04:05,T,80,5.0       ,304.3,16.7
15.913,99.279,315.7,1,1,2017-02-16,04:05,T,64,5.0       ,300.8,11.3
15.911,99.289,317.4,1,1,2017-02-16,04:05,T,68,5.0       ,300.8,13.2
14.656,106.674,326.6,3.3,1.7,2017-02-16,04:05,T,80,5.0       ,299.2,133.9
15.817,99.72,324.5,1.1,1,2017-02-16,04:05,T,78,5.0       ,306.1,15.8
15.875,99.283,333.6,1,1,2017-02-16,04:05,T,86,5.0       ,300.1,38.4
15.564,101.232,323,1.3,1.1,2017-02-16,04:05,T,33,5.0       ,306.9,11.9
15.548,101.205,322.6,1.3,1.1,2017-02-16,04:05,T,66,5.0       ,306.7,10.6
15.174,103.195,316.7,1.8,1.3,2017-02-16,04:05,T,64,5.0       ,301.6,16.2
15.171,103.211,316.6,1.8,1.3,2017-02-16,04:05,T,66,5.0       ,303,15.9
15.392,101.342,319.4,1.3,1.1,2017-02-16,04:05,T,71,5.0       ,304.8,11.5
