latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp
11.701,104.156,315,1.8,1.3,2016-02-06, 03:15,T,52,5.0       ,293.8,13.7
11.64,104.263,314.4,1.8,1.3,2016-02-06, 03:15,T,53,5.0       ,296.3,12.1
11.55,104.34,322.8,1.7,1.3,2016-02-06, 03:15,T,76,5.0       ,297.7,32.9
10.998,107.336,326.6,1.1,1,2016-02-06, 03:15,T,60,5.0       ,302.6,22.1
10.635,103.825,325.8,1.8,1.3,2016-02-06, 03:15,T,79,5.0       ,301.8,34.9
7.68,125.366,311.2,2.4,1.5,2016-02-06, 04:40,A,30,5.0       ,287.6,33
8.347,124.745,322.6,2.7,1.6,2016-02-06, 04:40,A,70,5.0       ,296,59.3
8.352,124.738,317.7,2.7,1.6,2016-02-06, 04:40,A,61,5.0       ,294.8,36.6
9.588,123.097,312.8,3.4,1.7,2016-02-06, 04:40,A,46,5.0       ,295.7,45.4
9.583,123.094,312.8,3.4,1.7,2016-02-06, 04:40,A,27,5.0       ,295.8,42.7
17.46,120.665,311.5,3.6,1.8,2016-02-06, 04:40,A,44,5.0       ,293,44
-1.029,131.394,315.2,1.2,1.1,2016-02-06, 04:35,A,0,5.0       ,287.4,18.9
-0.994,131.288,314.8,1.2,1.1,2016-02-06, 04:35,A,36,5.0       ,293.3,11
-6.9,107.499,314.7,1.1,1.1,2016-02-06, 03:20,T,25,5.0       ,291.9,10.7
11.693,104.078,331.7,1.2,1.1,2016-02-06, 06:20,A,82,5.0       ,306.1,26.4
11.741,104.322,322.2,1.2,1.1,2016-02-06, 06:20,A,43,5.0       ,303.3,8.9
11.739,104.311,355.1,1.2,1.1,2016-02-06, 06:20,A,97,5.0       ,304.8,83.6
11.711,104.13,328.7,1.2,1.1,2016-02-06, 06:20,A,82,5.0       ,305.1,21.3
12.103,106.701,330.9,1,1,2016-02-06, 06:20,A,83,5.0       ,309.4,16.5
12.089,106.536,330.5,1,1,2016-02-06, 06:20,A,83,5.0       ,307.8,16.2
12.058,106.262,326.8,1,1,2016-02-06, 06:20,A,73,5.0       ,307.8,11.3
12.056,106.244,328.2,1,1,2016-02-06, 06:20,A,64,5.0       ,303.7,13.6
12.054,106.235,322.5,1,1,2016-02-06, 06:20,A,28,5.0       ,304,7.2
12.065,106.242,330.3,1,1,2016-02-06, 06:20,A,73,5.0       ,305,16.2
12.051,106.151,328.1,1,1,2016-02-06, 06:20,A,81,5.0       ,302.9,16.8
11.793,104.409,325.7,1.1,1.1,2016-02-06, 06:20,A,75,5.0       ,302.2,13.3
12.155,106.805,336.5,1,1,2016-02-06, 06:20,A,88,5.0       ,301.8,28.2
30.764,114.969,312.1,1,1,2016-02-06, 03:10,T,53,5.0       ,280.4,20.5
15.382,102.596,329.2,2.7,1.6,2016-02-06, 03:15,T,82,5.0       ,295.3,115.3
15.373,102.545,315.7,2.7,1.6,2016-02-06, 03:15,T,64,5.0       ,293.9,47.2
15.37,102.569,317.2,2.7,1.6,2016-02-06, 03:15,T,67,5.0       ,294.8,53.4
15.334,102.64,311.5,2.7,1.6,2016-02-06, 03:15,T,48,5.0       ,294.6,32.1
15.366,102.563,321.4,2.7,1.6,2016-02-06, 03:15,T,74,5.0       ,294.9,73.2
15.329,102.634,311.7,2.7,1.6,2016-02-06, 03:15,T,50,5.0       ,294.5,35.6
14.719,106.643,319.6,1.3,1.1,2016-02-06, 03:15,T,38,5.0       ,303.6,17.7
14.613,106.598,324.1,1.3,1.1,2016-02-06, 03:15,T,77,5.0       ,300.9,29.6
14.602,106.597,315.7,1.3,1.1,2016-02-06, 03:15,T,35,5.0       ,300.5,14.3
14.586,106.425,324.9,1.4,1.2,2016-02-06, 03:15,T,78,5.0       ,302.7,24.9
14.528,105.743,319.3,1.5,1.2,2016-02-06, 03:15,T,67,5.0       ,302.5,16.5
14.459,105.656,319.6,1.5,1.2,2016-02-06, 03:15,T,70,5.0       ,303.4,15.6
14.846,101.967,311.1,2.9,1.6,2016-02-06, 03:15,T,46,5.0       ,295.1,29.8
14.333,105.926,316.4,1.5,1.2,2016-02-06, 03:15,T,56,5.0       ,301.8,17.4
14.045,107.179,317.1,1.2,1.1,2016-02-06, 03:15,T,67,5.0       ,294,16
14.135,106.446,325.4,1.3,1.1,2016-02-06, 03:15,T,75,5.0       ,300.8,27.5
14.11,106.554,313.3,1.3,1.1,2016-02-06, 03:15,T,38,5.0       ,296.9,11.5
14.016,107.096,318.3,1.2,1.1,2016-02-06, 03:15,T,67,5.0       ,293.8,19.3
14.33,104.332,314.5,1.9,1.3,2016-02-06, 03:15,T,40,5.0       ,299.2,20.5
