latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp
-6.729,134.114,314.6,2.4,1.5,2016-11-02,01:55,T,61,5.0       ,295.9,42.3
-11.91,132.795,322.7,2.3,1.5,2016-11-02,01:55,T,39,5.0       ,300.7,42
-2.49,104.747,311.8,1.1,1,2016-11-02,03:35,T,30,5.0       ,292.5,5.9
-2.5,104.746,312.8,1.1,1,2016-11-02,03:35,T,51,5.0       ,292.4,7.1
-2.526,104.732,311.5,1.1,1,2016-11-02,03:35,T,36,5.0       ,292.3,5.3
-2.066,101.395,315.8,1.1,1.1,2016-11-02,03:35,T,59,5.0       ,296.9,14.8
22.301,113.924,310.2,1.6,1.3,2016-11-02,03:25,T,0,5.0       ,296.6,21.4
22.299,112.477,330.5,1.3,1.1,2016-11-02,03:25,T,83,5.0       ,292.9,50.7
22.297,112.49,323.8,1.3,1.1,2016-11-02,03:25,T,77,5.0       ,292.7,36.7
22.061,110.723,312.5,1.1,1,2016-11-02,03:25,T,55,5.0       ,295,12.2
21.724,110.217,310.2,1.1,1,2016-11-02,03:25,T,31,5.0       ,293.6,9.2
21.478,109.961,312,1,1,2016-11-02,03:25,T,52,5.0       ,295.4,8.6
20.404,110.1,311.1,1.1,1,2016-11-02,03:25,T,46,5.0       ,296.9,7.1
3.94,102.365,317,1.2,1.1,2016-11-02,03:30,T,44,5.0       ,296.9,11.6
-9.785,149.501,323.3,1.1,1,2016-11-02,00:15,T,48,5.0       ,298.2,18.5
-2.588,121.363,311,4.3,1.9,2016-11-02,04:50,A,44,5.0       ,284.8,93.3
16.427,100.142,321.4,1.2,1.1,2016-11-02,06:35,A,74,5.0       ,296.8,18.4
16.617,100.239,315.8,1.1,1.1,2016-11-02,06:35,A,64,5.0       ,296.4,11.3
27.401,101.203,311.2,1,1,2016-11-02,06:35,A,47,5.0       ,296.8,10.7
28.098,95.613,317.5,1.4,1.2,2016-11-02,06:35,A,68,5.0       ,300.5,24.4
29.002,98.543,344.6,1,1,2016-11-02,06:35,A,92,5.0       ,294.7,65.3
-11.855,133.472,332.5,1,1,2016-11-02,04:45,A,40,5.0       ,306.2,17.6
-11.856,133.463,339.6,1,1,2016-11-02,04:45,A,90,5.0       ,307.4,28.6
-11.858,133.454,354.5,1,1,2016-11-02,04:45,A,97,5.0       ,306.5,60.4
-11.859,133.445,328.2,1,1,2016-11-02,04:45,A,81,5.0       ,304.9,10.4
-11.847,133.462,333.1,1,1,2016-11-02,04:45,A,68,5.0       ,308.1,15
-11.849,133.452,340,1,1,2016-11-02,04:45,A,90,5.0       ,307.3,28.1
-11.839,133.46,335.1,1,1,2016-11-02,04:45,A,83,5.0       ,307.3,17.9
-11.84,133.451,331.8,1,1,2016-11-02,04:45,A,84,5.0       ,305.7,14.5
-8.136,131.025,330.4,1.1,1,2016-11-02,04:45,A,83,5.0       ,297.9,28.3
-7.99,131.158,320.9,1.1,1,2016-11-02,04:45,A,55,5.0       ,295.9,17.2
-7.945,131.344,320.9,1,1,2016-11-02,04:45,A,55,5.0       ,302,14.4
-7.782,131.394,318.7,1,1,2016-11-02,04:45,A,70,5.0       ,298.8,14.1
-6.72,131.56,316.9,1,1,2016-11-02,04:45,A,0,5.0       ,297.4,10.8
-6.679,131.591,313,1,1,2016-11-02,04:45,A,43,5.0       ,296.1,8.3
-3.75,103.119,328.2,1.4,1.2,2016-11-02,06:25,A,81,5.0       ,285.6,49
-0.929,102.07,316.2,1.5,1.2,2016-11-02,06:30,A,62,5.0       ,293.7,18.3
0.148,102.392,315.9,1.4,1.2,2016-11-02,06:30,A,32,5.0       ,292.1,20.5
0.427,100.315,311.3,2,1.4,2016-11-02,06:30,A,21,5.0       ,284.1,24.3
13.882,100.797,322,1.1,1.1,2016-11-02,06:30,A,75,5.0       ,291.1,21.5
22.541,120.355,306.2,1.1,1,2016-11-02,14:20,T,43,5.0       ,292.7,10.3
-2.584,121.379,341.7,1.2,1.1,2016-11-02,14:15,T,100,5.0       ,292.2,70.2
-2.585,121.369,316.3,1.2,1.1,2016-11-02,14:15,T,90,5.0       ,290.8,23.8
-2.58,121.383,326.5,1.2,1.1,2016-11-02,14:15,T,100,5.0       ,291.9,39.9
-2.581,121.373,340.9,1.2,1.1,2016-11-02,14:15,T,100,5.0       ,292.1,68.9
-2.574,121.38,329.6,1.4,1.2,2016-11-02,17:10,A,100,5.0       ,286.4,59.6
-2.581,121.374,313.6,1.4,1.2,2016-11-02,17:10,A,83,5.0       ,285.5,27.9
-2.583,121.385,313,1.4,1.2,2016-11-02,17:10,A,81,5.0       ,285.7,26.3
26.581,101.673,307.5,1.6,1.2,2016-11-02,18:40,A,54,5.0       ,282.1,35.4
