latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp
13.147,106.904,317.4,2,1.4,2016-02-08, 03:05,T,68,5.0       ,295.3,31.8
12.986,106.927,313.3,2,1.4,2016-02-08, 03:05,T,57,5.0       ,292.8,24.6
12.689,106.607,342.8,2.1,1.4,2016-02-08, 03:05,T,91,5.0       ,296.1,140.9
12.687,106.626,353.1,2.1,1.4,2016-02-08, 03:05,T,97,5.0       ,298.5,205.1
12.687,106.601,314.8,2.1,1.4,2016-02-08, 03:05,T,57,5.0       ,294.2,23.9
12.685,106.62,360.2,2.1,1.4,2016-02-08, 03:05,T,100,5.0       ,298.9,259.2
12.683,106.639,313.9,2.1,1.4,2016-02-08, 03:05,T,39,5.0       ,295.3,21.7
12.2,106.843,313.8,2,1.4,2016-02-08, 03:05,T,17,5.0       ,294.7,21.4
12.385,105.142,314.9,2.7,1.6,2016-02-08, 03:05,T,56,5.0       ,298.2,35.3
12.226,105.117,316.4,2.7,1.6,2016-02-08, 03:05,T,66,5.0       ,297.1,38
12.221,105.109,317.8,2.7,1.6,2016-02-08, 03:05,T,68,5.0       ,297,48.6
11.306,108.346,323.9,1.5,1.2,2016-02-08, 03:05,T,77,5.0       ,305.3,21.3
-2.93,132.304,317.3,1.1,1,2016-02-08, 01:30,T,0,5.0       ,299.5,10.7
12.411,103.173,325.4,2.2,1.4,2016-02-08, 06:05,A,73,5.0       ,295.5,75.1
12.784,105.528,316.1,1.5,1.2,2016-02-08, 06:05,A,54,5.0       ,298.7,18.6
12.664,104.738,313.8,1.7,1.3,2016-02-08, 06:05,A,59,5.0       ,298.7,20.4
12.774,105.337,333.4,1.5,1.2,2016-02-08, 06:05,A,85,5.0       ,299.3,58.3
12.772,105.324,337.4,1.5,1.2,2016-02-08, 06:05,A,88,5.0       ,300.1,67.9
12.663,104.66,313.7,1.7,1.3,2016-02-08, 06:05,A,24,5.0       ,297.1,17.4
12.413,103.188,318,2.2,1.4,2016-02-08, 06:05,A,69,5.0       ,296.1,47
12.409,103.168,316.2,2.2,1.4,2016-02-08, 06:05,A,63,5.0       ,294.9,43.1
12.813,105.51,324,1.5,1.2,2016-02-08, 06:05,A,77,5.0       ,296.4,38.3
12.811,105.497,340.9,1.5,1.2,2016-02-08, 06:05,A,90,5.0       ,298.5,84.8
13.07,106.94,323.3,1.2,1.1,2016-02-08, 06:05,A,76,5.0       ,298.3,16.6
12.866,105.636,310.5,1.4,1.2,2016-02-08, 06:05,A,27,5.0       ,295.1,12.8
